Recording timestamp	Sensor	Event	Event value	Gaze point X	Gaze point Y	Validity left	Validity right
66235	Eye Tracker			1337	697	Valid	Valid
66238	Eye Tracker			1336	697	Valid	Valid
66241	Eye Tracker			1335	697	Valid	Valid
66245	Eye Tracker			1334	698	Valid	Valid
66248	Eye Tracker			1336	696	Valid	Valid
66251	Eye Tracker			1335	696	Valid	Valid
66255	Eye Tracker			1336	694	Valid	Valid
66258	Eye Tracker			1335	696	Valid	Valid
66261	Eye Tracker			1334	699	Valid	Valid
66265	Eye Tracker			1334	697	Valid	Valid
66268	Eye Tracker			1335	698	Valid	Valid
66271	Eye Tracker			1335	696	Valid	Valid
66275	Eye Tracker			1334	696	Valid	Valid
66278	Eye Tracker			1334	696	Valid	Valid
66281	Eye Tracker			1335	698	Valid	Valid
66285	Eye Tracker			1335	698	Valid	Valid
66288	Eye Tracker			1334	696	Valid	Valid
66291	Eye Tracker			1333	695	Valid	Valid
66295	Eye Tracker			1334	697	Valid	Valid
66298	Eye Tracker			1336	697	Valid	Valid
66301	Eye Tracker			1334	697	Valid	Valid
66305	Eye Tracker			1335	696	Valid	Valid
66308	Eye Tracker			1338	697	Valid	Valid
66311	Eye Tracker			1336	696	Valid	Valid
66315	Eye Tracker			1336	696	Valid	Valid
66318	Eye Tracker			1336	695	Valid	Valid
66321	Eye Tracker			1335	697	Valid	Valid
66325	Eye Tracker			1334	698	Valid	Valid
66328	Eye Tracker			1336	695	Valid	Valid
66331	Eye Tracker			1335	699	Valid	Valid
66335	Eye Tracker			1336	693	Valid	Valid
66338	Eye Tracker			1335	696	Valid	Valid
66341	Eye Tracker			1335	696	Valid	Valid
66345	Eye Tracker			1334	696	Valid	Valid
66348	Eye Tracker			1336	697	Valid	Valid
66351	Eye Tracker			1335	698	Valid	Valid
66355	Eye Tracker			1336	698	Valid	Valid
66358	Eye Tracker			1335	697	Valid	Valid
66361	Eye Tracker			1335	697	Valid	Valid
66365	Eye Tracker			1334	696	Valid	Valid
66368	Eye Tracker			1336	696	Valid	Valid
66371	Eye Tracker			1336	697	Valid	Valid
66375	Eye Tracker			1336	697	Valid	Valid
66378	Eye Tracker			1336	698	Valid	Valid
66381	Eye Tracker			1333	699	Valid	Valid
66385	Eye Tracker			1335	697	Valid	Valid
66388	Eye Tracker			1337	699	Valid	Valid
66391	Eye Tracker			1335	698	Valid	Valid
66395	Eye Tracker			1336	697	Valid	Valid
66398	Eye Tracker			1336	698	Valid	Valid
66401	Eye Tracker			1336	697	Valid	Valid
66405	Eye Tracker			1337	698	Valid	Valid
66408	Eye Tracker			1337	698	Valid	Valid
66411	Eye Tracker			1334	695	Valid	Valid
66415	Eye Tracker			1338	696	Valid	Valid
66418	Eye Tracker			1336	699	Valid	Valid
66421	Eye Tracker			1337	696	Valid	Valid
66425	Eye Tracker			1338	696	Valid	Valid
66428	Eye Tracker			1337	699	Valid	Valid
66431	Eye Tracker			1335	696	Valid	Valid
66435	Eye Tracker			1337	696	Valid	Valid
66438	Eye Tracker			1337	698	Valid	Valid
66441	Eye Tracker			1335	697	Valid	Valid
66445	Eye Tracker			1337	698	Valid	Valid
66448	Eye Tracker			1335	696	Valid	Valid
66451	Eye Tracker			1336	699	Valid	Valid
66455	Eye Tracker			1334	699	Valid	Valid
66458	Eye Tracker			1333	698	Valid	Valid
66461	Eye Tracker			1332	698	Valid	Valid
66465	Eye Tracker			1333	697	Valid	Valid
66468	Eye Tracker			1334	698	Valid	Valid
66471	Eye Tracker			1334	697	Valid	Valid
66475	Eye Tracker			1335	697	Valid	Valid
66478	Eye Tracker			1333	695	Valid	Valid
66481	Eye Tracker			1331	698	Valid	Valid
66485	Eye Tracker			1333	696	Valid	Valid
66488	Eye Tracker			1333	698	Valid	Valid
66491	Eye Tracker			1335	696	Valid	Valid
66495	Eye Tracker			1335	699	Valid	Valid
66498	Eye Tracker			1335	696	Valid	Valid
66501	Eye Tracker			1335	697	Valid	Valid
66505	Eye Tracker			1335	697	Valid	Valid
66508	Eye Tracker			1335	696	Valid	Valid
66511	Eye Tracker			1335	695	Valid	Valid
66515	Eye Tracker			1336	696	Valid	Valid
66518	Eye Tracker			1335	697	Valid	Valid
66521	Eye Tracker			1336	697	Valid	Valid
66525	Eye Tracker			1337	697	Valid	Valid
66528	Eye Tracker			1337	698	Valid	Valid
66531	Eye Tracker			1335	698	Valid	Valid
66535	Eye Tracker			1338	697	Valid	Valid
66538	Eye Tracker			1335	696	Valid	Valid
66541	Eye Tracker			1337	697	Valid	Valid
66545	Eye Tracker			1334	696	Valid	Valid
66548	Eye Tracker			1336	697	Valid	Valid
66551	Eye Tracker			1336	695	Valid	Valid
66555	Eye Tracker			1336	696	Valid	Valid
66558	Eye Tracker			1333	697	Valid	Valid
66561	Eye Tracker			1335	696	Valid	Valid
66565	Eye Tracker			1335	698	Valid	Valid
66568	Eye Tracker			1335	698	Valid	Valid
66571	Eye Tracker			1334	698	Valid	Valid
66575	Eye Tracker			1332	697	Valid	Valid
66578	Eye Tracker			1335	697	Valid	Valid
66581	Eye Tracker			1334	696	Valid	Valid
66585	Eye Tracker			1335	698	Valid	Valid
66588	Eye Tracker			1333	698	Valid	Valid
66591	Eye Tracker			1333	698	Valid	Valid
66595	Eye Tracker			1333	696	Valid	Valid
66598	Eye Tracker			1335	696	Valid	Valid
66601	Eye Tracker			1334	696	Valid	Valid
66605	Eye Tracker			1334	697	Valid	Valid
66608	Eye Tracker			1335	698	Valid	Valid
66611	Eye Tracker			1332	696	Valid	Valid
66615	Eye Tracker			1334	696	Valid	Valid
66618	Eye Tracker			1334	697	Valid	Valid
66621	Eye Tracker			1334	697	Valid	Valid
66625	Eye Tracker			1334	696	Valid	Valid
66628	Eye Tracker			1335	695	Valid	Valid
66631	Eye Tracker			1333	696	Valid	Valid
66635	Eye Tracker			1335	696	Valid	Valid
66638	Eye Tracker			1333	696	Valid	Valid
66641	Eye Tracker			1333	695	Valid	Valid
66645	Eye Tracker			1332	694	Valid	Valid
66648	Eye Tracker			1332	695	Valid	Valid
66651	Eye Tracker			1332	696	Valid	Valid
66652		ImageStimulusEnd	InnenUntenRechts				
66652		ImageStimulusStart	AussenUntenRechts - Kopie				
66655	Eye Tracker			1331	695	Valid	Valid
66658	Eye Tracker			1332	697	Valid	Valid
66661	Eye Tracker			1334	697	Valid	Valid
66665	Eye Tracker			1335	697	Valid	Valid
66668	Eye Tracker			1333	696	Valid	Valid
66671	Eye Tracker			1332	694	Valid	Valid
66675	Eye Tracker			1334	697	Valid	Valid
66678	Eye Tracker			1333	695	Valid	Valid
66681	Eye Tracker			1335	696	Valid	Valid
66685	Eye Tracker			1334	696	Valid	Valid
66688	Eye Tracker			1335	696	Valid	Valid
66691	Eye Tracker			1334	696	Valid	Valid
66695	Eye Tracker			1334	698	Valid	Valid
66698	Eye Tracker			1334	698	Valid	Valid
66701	Eye Tracker			1335	696	Valid	Valid
66705	Eye Tracker			1334	697	Valid	Valid
66708	Eye Tracker			1335	697	Valid	Valid
66711	Eye Tracker			1333	699	Valid	Valid
66715	Eye Tracker			1333	697	Valid	Valid
66718	Eye Tracker			1333	696	Valid	Valid
66721	Eye Tracker			1335	699	Valid	Valid
66725	Eye Tracker			1336	701	Valid	Valid
66728	Eye Tracker			1336	698	Valid	Valid
66731	Eye Tracker			1334	698	Valid	Valid
66735	Eye Tracker			1332	697	Valid	Valid
66738	Eye Tracker			1333	697	Valid	Valid
66741	Eye Tracker			1332	698	Valid	Valid
66745	Eye Tracker			1335	698	Valid	Valid
66748	Eye Tracker			1332	694	Valid	Valid
66751	Eye Tracker			1335	696	Valid	Valid
66755	Eye Tracker			1333	699	Valid	Valid
66758	Eye Tracker			1333	696	Valid	Valid
66761	Eye Tracker			1334	696	Valid	Valid
66765	Eye Tracker			1333	697	Valid	Valid
66768	Eye Tracker			1334	699	Valid	Valid
66771	Eye Tracker			1334	696	Valid	Valid
66775	Eye Tracker			1332	699	Valid	Valid
66778	Eye Tracker			1331	699	Valid	Valid
66781	Eye Tracker			1334	699	Valid	Valid
66785	Eye Tracker			1335	698	Valid	Valid
66788	Eye Tracker			1333	697	Valid	Valid
66791	Eye Tracker			1334	699	Valid	Valid
66795	Eye Tracker			1333	698	Valid	Valid
66798	Eye Tracker			1333	697	Valid	Valid
66801	Eye Tracker			1333	697	Valid	Valid
66805	Eye Tracker			1332	699	Valid	Valid
66808	Eye Tracker			1332	698	Valid	Valid
66811	Eye Tracker			1332	699	Valid	Valid
66815	Eye Tracker			1331	699	Valid	Valid
66818	Eye Tracker			1330	698	Valid	Valid
66821	Eye Tracker			1334	698	Valid	Valid
66825	Eye Tracker			1348	704	Valid	Valid
66828	Eye Tracker			1379	716	Valid	Valid
66831	Eye Tracker			1422	736	Valid	Valid
66835	Eye Tracker			1466	757	Valid	Valid
66838	Eye Tracker			1504	770	Valid	Valid
66841	Eye Tracker			1536	780	Valid	Valid
66845	Eye Tracker			1569	786	Valid	Valid
66848	Eye Tracker			1596	787	Valid	Valid
66851	Eye Tracker			1615	788	Valid	Valid
66855	Eye Tracker			1620	795	Valid	Valid
66858	Eye Tracker			1620	802	Valid	Valid
66861	Eye Tracker			1612	805	Valid	Valid
66865	Eye Tracker			1608	809	Valid	Valid
66868	Eye Tracker			1604	810	Valid	Valid
66871	Eye Tracker			1603	820	Valid	Valid
66875	Eye Tracker			1603	803	Valid	Valid
66878	Eye Tracker			1587	818	Valid	Valid
66881	Eye Tracker			1619	784	Valid	Invalid
66885	Eye Tracker			1625	898	Valid	Invalid
66888	Eye Tracker			1736	934	Valid	Invalid
66891	Eye Tracker					Invalid	Invalid
66895	Eye Tracker					Invalid	Invalid
66898	Eye Tracker					Invalid	Invalid
66901	Eye Tracker					Invalid	Invalid
66905	Eye Tracker					Invalid	Invalid
66906	Mouse						
66908	Eye Tracker					Invalid	Invalid
66911	Eye Tracker					Invalid	Invalid
66915	Eye Tracker					Invalid	Invalid
66918	Eye Tracker					Invalid	Invalid
66921	Eye Tracker					Invalid	Invalid
66922	Mouse						
66925	Eye Tracker					Invalid	Invalid
66928	Eye Tracker					Invalid	Invalid
66931	Eye Tracker					Invalid	Invalid
66935	Eye Tracker					Invalid	Invalid
66938	Eye Tracker					Invalid	Invalid
66938	Mouse						
66941	Eye Tracker					Invalid	Invalid
66945	Eye Tracker					Invalid	Invalid
66948	Eye Tracker					Invalid	Invalid
66951	Eye Tracker					Invalid	Invalid
66954	Mouse						
66955	Eye Tracker					Invalid	Invalid
66958	Eye Tracker					Invalid	Invalid
66961	Eye Tracker					Invalid	Invalid
66965	Eye Tracker					Invalid	Invalid
66968	Eye Tracker					Invalid	Invalid
66970	Mouse						
66971	Eye Tracker					Invalid	Invalid
66975	Eye Tracker					Invalid	Invalid
66978	Eye Tracker					Invalid	Invalid
66981	Eye Tracker					Invalid	Invalid
66985	Eye Tracker					Invalid	Invalid
66986	Mouse						
66988	Eye Tracker					Invalid	Invalid
66991	Eye Tracker					Invalid	Invalid
66995	Eye Tracker					Invalid	Invalid
66998	Eye Tracker					Invalid	Invalid
67001	Eye Tracker					Invalid	Invalid
67002	Mouse						
67005	Eye Tracker					Invalid	Invalid
67008	Eye Tracker					Invalid	Invalid
67011	Eye Tracker					Invalid	Invalid
67015	Eye Tracker			1717	979	Valid	Invalid
67018	Eye Tracker			1755	927	Valid	Invalid
67018	Mouse						
67021	Eye Tracker			1740	797	Valid	Invalid
67025	Eye Tracker			1624	846	Valid	Invalid
67028	Eye Tracker			1581	915	Valid	Valid
67031	Eye Tracker			1689	827	Valid	Invalid
67034	Mouse						
67035	Eye Tracker			1690	806	Valid	Invalid
67038	Eye Tracker			1686	786	Valid	Invalid
67041	Eye Tracker			1688	786	Valid	Invalid
67045	Eye Tracker			1697	820	Valid	Invalid
67048	Eye Tracker			1697	834	Valid	Invalid
67050	Mouse						
67051	Eye Tracker			1698	847	Valid	Invalid
67055	Eye Tracker			1697	852	Valid	Invalid
67058	Eye Tracker			1695	852	Valid	Invalid
67061	Eye Tracker			1696	850	Valid	Invalid
67065	Eye Tracker			1698	852	Valid	Invalid
67066	Mouse						
67068	Eye Tracker			1696	852	Valid	Invalid
67071	Eye Tracker			1695	846	Valid	Invalid
67075	Eye Tracker			1632	848	Valid	Valid
67078	Eye Tracker			1692	844	Valid	Invalid
67081	Eye Tracker			1691	846	Valid	Invalid
67082	Mouse						
67085	Eye Tracker			1718	869	Valid	Valid
67088	Eye Tracker			1701	888	Valid	Valid
67091	Eye Tracker			1678	888	Valid	Valid
67095	Eye Tracker			1681	881	Valid	Valid
67098	Eye Tracker			1689	862	Valid	Valid
67098	Mouse						
67101	Eye Tracker			1686	863	Valid	Valid
67105	Eye Tracker			1644	839	Valid	Valid
67108	Eye Tracker			1689	845	Valid	Valid
67111	Eye Tracker			1688	842	Valid	Valid
67115	Eye Tracker			1685	838	Valid	Valid
67118	Eye Tracker			1680	849	Valid	Valid
67121	Eye Tracker			1678	852	Valid	Valid
67122	Mouse						
67125	Eye Tracker			1678	854	Valid	Valid
67128	Eye Tracker			1678	854	Valid	Valid
67131	Eye Tracker			1679	853	Valid	Valid
67135	Eye Tracker			1680	852	Valid	Valid
67138	Eye Tracker			1680	852	Valid	Valid
67141	Eye Tracker			1683	849	Valid	Valid
67145	Eye Tracker			1682	849	Valid	Valid
67148	Eye Tracker			1684	851	Valid	Valid
67151	Eye Tracker			1683	844	Valid	Valid
67155	Eye Tracker			1685	844	Valid	Valid
67158	Eye Tracker			1684	841	Valid	Valid
67161	Eye Tracker			1684	838	Valid	Valid
67165	Eye Tracker			1675	838	Invalid	Valid
67168	Eye Tracker			1683	841	Valid	Valid
67171	Eye Tracker			1683	839	Valid	Valid
67175	Eye Tracker			1684	840	Valid	Valid
67178	Eye Tracker			1683	840	Valid	Valid
67181	Eye Tracker			1684	838	Valid	Valid
67185	Eye Tracker			1684	839	Valid	Valid
67188	Eye Tracker			1685	841	Valid	Valid
67191	Eye Tracker			1684	843	Valid	Valid
67195	Eye Tracker			1690	846	Valid	Valid
67198	Eye Tracker			1703	850	Valid	Valid
67201	Eye Tracker			1715	855	Valid	Valid
67205	Eye Tracker			1720	861	Valid	Valid
67208	Eye Tracker			1721	859	Valid	Valid
67211	Eye Tracker			1715	858	Valid	Valid
67215	Eye Tracker			1711	857	Valid	Valid
67218	Eye Tracker			1710	856	Valid	Valid
67218	Mouse						
67221	Eye Tracker			1710	856	Valid	Valid
67225	Eye Tracker			1711	859	Valid	Valid
67228	Eye Tracker			1711	860	Valid	Valid
67231	Eye Tracker			1712	858	Valid	Valid
67235	Eye Tracker			1711	860	Valid	Valid
67238	Eye Tracker			1713	862	Valid	Valid
67241	Eye Tracker			1712	861	Valid	Valid
67242	Mouse						
67245	Eye Tracker			1712	861	Valid	Valid
67248	Eye Tracker			1713	860	Valid	Valid
67251	Eye Tracker			1712	860	Valid	Valid
67255	Eye Tracker			1711	860	Valid	Valid
67258	Eye Tracker			1712	858	Valid	Valid
67258	Mouse						
67261	Eye Tracker			1711	859	Valid	Valid
67265	Eye Tracker			1709	861	Valid	Valid
67268	Eye Tracker			1710	859	Valid	Valid
67271	Eye Tracker			1709	858	Valid	Valid
67274	Mouse						
67275	Eye Tracker			1711	859	Valid	Valid
67278	Eye Tracker			1709	859	Valid	Valid
67281	Eye Tracker			1709	861	Valid	Valid
67285	Eye Tracker			1709	859	Valid	Valid
67288	Eye Tracker			1710	861	Valid	Valid
67290	Mouse						
67291	Eye Tracker			1707	858	Valid	Valid
67295	Eye Tracker			1709	858	Valid	Valid
67298	Eye Tracker			1709	858	Valid	Valid
67301	Eye Tracker			1709	858	Valid	Valid
67305	Eye Tracker			1711	859	Valid	Valid
67306	Mouse						
67308	Eye Tracker			1712	858	Valid	Valid
67311	Eye Tracker			1713	859	Valid	Valid
67315	Eye Tracker			1712	857	Valid	Valid
67318	Eye Tracker			1712	861	Valid	Valid
67321	Eye Tracker			1713	858	Valid	Valid
67322	Mouse						
67325	Eye Tracker			1712	860	Valid	Valid
67328	Eye Tracker			1710	858	Valid	Valid
67331	Eye Tracker			1711	859	Valid	Valid
67335	Eye Tracker			1711	861	Valid	Valid
67338	Eye Tracker			1710	860	Valid	Valid
67338	Mouse						
67341	Eye Tracker			1708	862	Valid	Valid
67345	Eye Tracker			1710	864	Valid	Valid
67348	Eye Tracker			1709	862	Valid	Valid
67351	Eye Tracker			1708	864	Valid	Valid
67354	Mouse						
67355	Eye Tracker			1709	863	Valid	Valid
67358	Eye Tracker			1710	863	Valid	Valid
67361	Eye Tracker			1710	861	Valid	Valid
67365	Eye Tracker			1711	861	Valid	Valid
67368	Eye Tracker			1709	861	Valid	Valid
67371	Eye Tracker			1707	863	Valid	Valid
67375	Eye Tracker			1708	861	Valid	Valid
67378	Eye Tracker			1708	859	Valid	Valid
67381	Eye Tracker			1709	858	Valid	Valid
67385	Eye Tracker			1710	860	Valid	Valid
67388	Eye Tracker			1709	862	Valid	Valid
67391	Eye Tracker			1710	861	Valid	Valid
67395	Eye Tracker			1709	861	Valid	Valid
67398	Eye Tracker			1710	861	Valid	Valid
67401	Eye Tracker			1711	863	Valid	Valid
67405	Eye Tracker			1711	863	Valid	Valid
67408	Eye Tracker			1713	863	Valid	Valid
67411	Eye Tracker			1711	865	Valid	Valid
67415	Eye Tracker			1711	863	Valid	Valid
67418	Eye Tracker			1707	864	Valid	Valid
67421	Eye Tracker			1709	863	Valid	Valid
67425	Eye Tracker			1707	861	Valid	Valid
67428	Eye Tracker			1707	859	Valid	Valid
67431	Eye Tracker			1707	860	Valid	Valid
67434	Mouse						
67435	Eye Tracker			1707	860	Valid	Valid
67438	Eye Tracker			1710	861	Valid	Valid
67441	Eye Tracker			1708	862	Valid	Valid
67445	Eye Tracker			1709	863	Valid	Valid
67448	Eye Tracker			1708	861	Valid	Valid
67450	Mouse						
67451	Eye Tracker			1708	864	Valid	Valid
67455	Eye Tracker			1710	863	Valid	Valid
67458	Eye Tracker			1708	861	Valid	Valid
67461	Eye Tracker			1709	863	Valid	Valid
67465	Eye Tracker			1713	861	Valid	Valid
67468	Eye Tracker			1715	866	Valid	Valid
67471	Eye Tracker			1722	869	Valid	Valid
67475	Eye Tracker			1726	873	Valid	Valid
67478	Eye Tracker			1727	874	Valid	Valid
67481	Eye Tracker			1722	873	Valid	Valid
67485	Eye Tracker			1721	869	Valid	Valid
67488	Eye Tracker			1720	868	Valid	Valid
67490	Mouse						
67491	Eye Tracker			1717	870	Valid	Valid
67495	Eye Tracker			1719	868	Valid	Valid
67498	Eye Tracker			1718	868	Valid	Valid
67501	Eye Tracker			1718	869	Valid	Valid
67505	Eye Tracker			1720	871	Valid	Valid
67506	Mouse						
67508	Eye Tracker			1721	868	Valid	Valid
67511	Eye Tracker			1719	869	Valid	Valid
67515	Eye Tracker			1720	868	Valid	Valid
67518	Eye Tracker			1721	871	Valid	Valid
67521	Eye Tracker			1721	870	Valid	Valid
67522	Mouse						
67525	Eye Tracker			1720	871	Valid	Valid
67528	Eye Tracker			1720	870	Valid	Valid
67531	Eye Tracker			1719	871	Valid	Valid
67535	Eye Tracker			1721	869	Valid	Valid
67538	Eye Tracker			1721	870	Valid	Valid
67541	Eye Tracker			1720	871	Valid	Valid
67545	Eye Tracker			1719	870	Valid	Valid
67548	Eye Tracker			1721	866	Valid	Valid
67551	Eye Tracker			1721	868	Valid	Valid
67554	Mouse						
67555	Eye Tracker			1720	867	Valid	Valid
67558	Eye Tracker			1718	866	Valid	Valid
67561	Eye Tracker			1718	869	Valid	Valid
67565	Eye Tracker			1719	869	Valid	Valid
67568	Eye Tracker			1719	870	Valid	Valid
67570	Mouse						
67571	Eye Tracker			1718	871	Valid	Valid
67575	Eye Tracker			1719	871	Valid	Valid
67578	Eye Tracker			1719	869	Valid	Valid
67581	Eye Tracker			1720	872	Valid	Valid
67585	Eye Tracker			1720	868	Valid	Valid
67586	Mouse						
67588	Eye Tracker			1720	869	Valid	Valid
67591	Eye Tracker			1720	869	Valid	Valid
67595	Eye Tracker			1721	869	Valid	Valid
67598	Eye Tracker			1720	869	Valid	Valid
67601	Eye Tracker			1723	867	Valid	Valid
67602	Mouse						
67605	Eye Tracker			1724	868	Valid	Valid
67608	Eye Tracker			1721	869	Valid	Valid
67611	Eye Tracker			1721	869	Valid	Valid
67615	Eye Tracker			1720	868	Valid	Valid
67618	Eye Tracker			1719	871	Valid	Valid
67618	Mouse						
67621	Eye Tracker			1720	871	Valid	Valid
67625	Eye Tracker			1718	871	Valid	Valid
67628	Eye Tracker			1718	871	Valid	Valid
67631	Eye Tracker			1718	870	Valid	Valid
67634	Mouse						
67635	Eye Tracker			1718	872	Valid	Valid
67638	Eye Tracker			1721	870	Valid	Valid
67641	Eye Tracker			1720	871	Valid	Valid
67645	Eye Tracker			1719	871	Valid	Valid
67648	Eye Tracker			1719	874	Valid	Valid
67650	Mouse						
67651	Eye Tracker			1721	874	Valid	Valid
67655	Eye Tracker			1719	873	Valid	Valid
67658	Eye Tracker			1721	873	Valid	Valid
67661	Eye Tracker			1721	870	Valid	Valid
67665	Eye Tracker			1722	870	Valid	Valid
67668	Eye Tracker			1721	871	Valid	Valid
67671	Eye Tracker			1721	872	Valid	Valid
67675	Eye Tracker			1722	870	Valid	Valid
67678	Eye Tracker			1719	871	Valid	Valid
67681	Eye Tracker			1721	871	Valid	Valid
67685	Eye Tracker			1720	870	Valid	Valid
67688	Eye Tracker			1722	869	Valid	Valid
67691	Eye Tracker			1720	868	Valid	Valid
67695	Eye Tracker			1723	872	Valid	Valid
67698	Eye Tracker			1723	871	Valid	Valid
67701	Eye Tracker			1723	872	Valid	Valid
67705	Eye Tracker			1721	870	Valid	Valid
67708	Eye Tracker			1722	872	Valid	Valid
67711	Eye Tracker			1723	873	Valid	Valid
67715	Eye Tracker			1722	870	Valid	Valid
67718	Eye Tracker			1724	870	Valid	Valid
67721	Eye Tracker			1722	869	Valid	Valid
67725	Eye Tracker			1723	872	Valid	Valid
67728	Eye Tracker			1723	869	Valid	Valid
67731	Eye Tracker			1723	872	Valid	Valid
67735	Eye Tracker			1723	871	Valid	Valid
67738	Eye Tracker			1723	871	Valid	Valid
67741	Eye Tracker			1724	873	Valid	Valid
67745	Eye Tracker			1722	873	Valid	Valid
67748	Eye Tracker			1723	871	Valid	Valid
67751	Eye Tracker			1722	869	Valid	Valid
67754	Mouse						
67755	Eye Tracker			1720	872	Valid	Valid
67758	Eye Tracker			1722	873	Valid	Valid
67761	Eye Tracker			1721	873	Valid	Valid
67765	Eye Tracker			1723	872	Valid	Valid
67768	Eye Tracker			1724	874	Valid	Valid
67771	Eye Tracker			1722	873	Valid	Valid
67775	Eye Tracker			1723	871	Valid	Valid
67778	Eye Tracker			1722	875	Valid	Valid
67781	Eye Tracker			1724	872	Valid	Valid
67785	Eye Tracker			1725	873	Valid	Valid
67788	Eye Tracker			1724	873	Valid	Valid
67791	Eye Tracker			1723	874	Valid	Valid
67795	Eye Tracker			1723	874	Valid	Valid
67798	Eye Tracker			1725	873	Valid	Valid
67801	Eye Tracker			1725	872	Valid	Valid
67805	Eye Tracker			1723	871	Valid	Valid
67808	Eye Tracker			1724	873	Valid	Valid
67811	Eye Tracker			1724	872	Valid	Valid
67815	Eye Tracker			1723	872	Valid	Valid
67818	Eye Tracker			1723	873	Valid	Valid
67818	Mouse						
67821	Eye Tracker			1724	873	Valid	Valid
67825	Eye Tracker			1724	872	Valid	Valid
67828	Eye Tracker			1723	871	Valid	Valid
67831	Eye Tracker			1724	872	Valid	Valid
67835	Eye Tracker			1724	873	Valid	Valid
67838	Eye Tracker			1723	873	Valid	Valid
67841	Eye Tracker			1724	874	Valid	Valid
67845	Eye Tracker			1725	873	Valid	Valid
67848	Eye Tracker			1724	875	Valid	Valid
67851	Eye Tracker			1723	874	Valid	Valid
67855	Eye Tracker			1724	872	Valid	Valid
67858	Eye Tracker			1723	871	Valid	Valid
67861	Eye Tracker			1724	872	Valid	Valid
67865	Eye Tracker			1727	872	Valid	Valid
67868	Eye Tracker			1726	873	Valid	Valid
67871	Eye Tracker			1725	871	Valid	Valid
67875	Eye Tracker			1724	873	Valid	Valid
67878	Eye Tracker			1724	873	Valid	Valid
67881	Eye Tracker			1724	874	Valid	Valid
67885	Eye Tracker			1725	871	Valid	Valid
67888	Eye Tracker			1725	872	Valid	Valid
67890	Mouse						
67891	Eye Tracker			1725	875	Valid	Valid
67895	Eye Tracker			1724	873	Valid	Valid
67898	Eye Tracker			1723	873	Valid	Valid
67901	Eye Tracker			1723	871	Valid	Valid
67905	Eye Tracker			1723	874	Valid	Valid
67908	Eye Tracker			1720	875	Valid	Valid
67911	Eye Tracker			1723	874	Valid	Valid
67914	Mouse						
67915	Eye Tracker			1723	875	Valid	Valid
67918	Eye Tracker			1723	874	Valid	Valid
67921	Eye Tracker			1723	874	Valid	Valid
67925	Eye Tracker			1724	875	Valid	Valid
67928	Eye Tracker			1724	872	Valid	Valid
67931	Eye Tracker			1726	871	Valid	Valid
67935	Eye Tracker			1724	873	Valid	Valid
67938	Eye Tracker			1724	871	Valid	Valid
67941	Eye Tracker			1725	874	Valid	Valid
67945	Eye Tracker			1724	870	Valid	Valid
67948	Eye Tracker			1726	869	Valid	Valid
67951	Eye Tracker			1725	874	Valid	Valid
67954	Mouse						
67955	Eye Tracker			1724	873	Valid	Valid
67958	Eye Tracker			1724	874	Valid	Valid
67961	Eye Tracker			1724	874	Valid	Valid
67965	Eye Tracker			1724	873	Valid	Valid
67968	Eye Tracker			1723	874	Valid	Valid
67971	Eye Tracker			1721	873	Valid	Valid
67975	Eye Tracker			1722	874	Valid	Valid
67978	Eye Tracker			1720	874	Valid	Valid
67981	Eye Tracker			1720	873	Valid	Valid
67985	Eye Tracker			1721	874	Valid	Valid
67988	Eye Tracker			1719	873	Valid	Valid
67991	Eye Tracker			1721	878	Valid	Valid
67995	Eye Tracker			1718	875	Valid	Valid
67998	Eye Tracker			1719	872	Valid	Valid
68001	Eye Tracker			1720	874	Valid	Valid
68005	Eye Tracker			1719	876	Valid	Valid
68008	Eye Tracker			1720	873	Valid	Valid
68011	Eye Tracker			1722	875	Valid	Valid
68015	Eye Tracker			1720	873	Valid	Valid
68018	Eye Tracker			1719	874	Valid	Valid
68021	Eye Tracker			1723	874	Valid	Valid
68025	Eye Tracker			1722	872	Valid	Valid
68026	Mouse						
68028	Eye Tracker			1723	875	Valid	Valid
68031	Eye Tracker			1722	876	Valid	Valid
68035	Eye Tracker			1724	876	Valid	Valid
68038	Eye Tracker			1724	875	Valid	Valid
68041	Eye Tracker			1721	872	Valid	Valid
68045	Eye Tracker			1721	874	Valid	Valid
68048	Eye Tracker			1720	873	Valid	Valid
68050	Mouse						
68051	Eye Tracker			1721	874	Valid	Valid
68055	Eye Tracker			1720	872	Valid	Valid
68058	Eye Tracker			1722	871	Valid	Valid
68061	Eye Tracker			1724	874	Valid	Valid
68065	Eye Tracker			1721	874	Valid	Valid
68066	Mouse						
68068	Eye Tracker			1720	873	Valid	Valid
68071	Eye Tracker			1721	873	Valid	Valid
68075	Eye Tracker			1723	870	Valid	Valid
68078	Eye Tracker			1721	871	Valid	Valid
68081	Eye Tracker			1721	874	Valid	Valid
68085	Eye Tracker			1720	871	Valid	Valid
68088	Eye Tracker			1720	874	Valid	Valid
68091	Eye Tracker			1720	874	Valid	Valid
68095	Eye Tracker			1721	874	Valid	Valid
68098	Eye Tracker			1722	871	Valid	Valid
68101	Eye Tracker			1722	873	Valid	Valid
68105	Eye Tracker			1722	874	Valid	Valid
68108	Eye Tracker			1722	874	Valid	Valid
68111	Eye Tracker			1723	872	Valid	Valid
68115	Eye Tracker			1721	872	Valid	Valid
68118	Eye Tracker			1719	874	Valid	Valid
