Recording timestamp	Sensor	Event	Event value	Gaze point X	Gaze point Y	Validity left	Validity right
57211	Eye Tracker			1008	686	Valid	Invalid
57215	Eye Tracker			1004	674	Valid	Invalid
57218	Eye Tracker					Invalid	Invalid
57221	Eye Tracker			1004	669	Valid	Invalid
57225	Eye Tracker			1047	658	Valid	Invalid
57228	Eye Tracker					Invalid	Invalid
57231	Eye Tracker					Invalid	Invalid
57235	Eye Tracker			1015	694	Valid	Invalid
57238	Eye Tracker			1012	726	Valid	Invalid
57241	Eye Tracker			1012	725	Valid	Invalid
57245	Eye Tracker			1012	729	Valid	Invalid
57248	Eye Tracker			1015	729	Valid	Invalid
57251	Eye Tracker			1012	726	Valid	Invalid
57255	Eye Tracker			1012	727	Valid	Invalid
57258	Eye Tracker			1011	727	Valid	Invalid
57261	Eye Tracker			1076	716	Valid	Valid
57265	Eye Tracker			1013	729	Valid	Invalid
57268	Eye Tracker			1013	723	Valid	Invalid
57271	Eye Tracker			1016	724	Valid	Invalid
57275	Eye Tracker			1014	723	Valid	Invalid
57278	Eye Tracker			1016	721	Valid	Invalid
57281	Eye Tracker			1015	721	Valid	Invalid
57285	Eye Tracker			1013	719	Valid	Invalid
57288	Eye Tracker			1014	720	Valid	Invalid
57291	Eye Tracker			1017	722	Valid	Invalid
57295	Eye Tracker			1015	722	Valid	Invalid
57298	Eye Tracker			1012	720	Valid	Invalid
57298	Mouse						
57301	Eye Tracker			1012	719	Valid	Invalid
57305	Eye Tracker			1002	734	Valid	Valid
57308	Eye Tracker			998	740	Valid	Valid
57311	Eye Tracker			1002	767	Valid	Valid
57314	Mouse						
57315	Eye Tracker			1001	823	Valid	Valid
57318	Eye Tracker			991	895	Valid	Valid
57321	Eye Tracker			979	966	Valid	Valid
57325	Eye Tracker			971	1028	Valid	Valid
57328	Eye Tracker			967	1080	Valid	Valid
57330	Mouse						
57331	Eye Tracker			968	1126	Valid	Valid
57335	Eye Tracker			967	1161	Valid	Valid
57338	Eye Tracker			961	1192	Valid	Valid
57341	Eye Tracker			955	1208	Valid	Valid
57345	Eye Tracker			955	1204	Valid	Valid
57348	Eye Tracker			954	1187	Valid	Valid
57349	Mouse						
57351	Eye Tracker			956	1167	Valid	Valid
57355	Eye Tracker			958	1158	Valid	Valid
57358	Eye Tracker			958	1166	Valid	Valid
57361	Eye Tracker			955	1178	Valid	Valid
57362	Mouse						
57365	Eye Tracker			954	1187	Valid	Valid
57368	Eye Tracker			953	1192	Valid	Valid
57371	Eye Tracker			955	1193	Valid	Valid
57375	Eye Tracker			953	1195	Valid	Valid
57378	Eye Tracker			962	1194	Valid	Valid
57378	Mouse						
57381	Eye Tracker			953	1196	Valid	Valid
57385	Eye Tracker			958	1192	Valid	Valid
57388	Eye Tracker			954	1193	Valid	Valid
57391	Eye Tracker			953	1193	Valid	Valid
57394	Mouse						
57395	Eye Tracker			954	1192	Valid	Valid
57398	Eye Tracker			952	1191	Valid	Valid
57401	Eye Tracker			951	1191	Valid	Valid
57405	Eye Tracker			954	1192	Valid	Valid
57408	Eye Tracker			953	1191	Valid	Valid
57410	Mouse						
57411	Eye Tracker			955	1193	Valid	Valid
57415	Eye Tracker			959	1188	Valid	Valid
57418	Eye Tracker			950	1193	Valid	Valid
57421	Eye Tracker			968	1186	Valid	Valid
57425	Eye Tracker			956	1190	Valid	Valid
57426	Mouse						
57428	Eye Tracker			955	1191	Valid	Valid
57431	Eye Tracker			951	1192	Valid	Valid
57435	Eye Tracker			954	1191	Valid	Valid
57438	Eye Tracker			952	1193	Valid	Valid
57441	Eye Tracker			952	1191	Valid	Valid
57442	Mouse						
57445	Eye Tracker			951	1191	Valid	Valid
57448	Eye Tracker			954	1192	Valid	Valid
57451	Eye Tracker			953	1191	Valid	Valid
57455	Eye Tracker			955	1193	Valid	Valid
57458	Eye Tracker			959	1190	Valid	Valid
57458	Mouse						
57461	Eye Tracker			953	1191	Valid	Valid
57465	Eye Tracker			954	1192	Valid	Valid
57468	Eye Tracker			953	1190	Valid	Valid
57471	Eye Tracker			956	1191	Valid	Valid
57474	Mouse						
57475	Eye Tracker			951	1191	Valid	Valid
57478	Eye Tracker			955	1190	Valid	Valid
57481	Eye Tracker			953	1193	Valid	Valid
57485	Eye Tracker			952	1191	Valid	Valid
57488	Eye Tracker			956	1190	Valid	Valid
57490	Mouse						
57491	Eye Tracker			953	1192	Valid	Valid
57495	Eye Tracker			955	1191	Valid	Valid
57498	Eye Tracker			951	1190	Valid	Valid
57501	Eye Tracker			960	1188	Valid	Valid
57505	Eye Tracker			960	1188	Valid	Valid
57506	Mouse						
57508	Eye Tracker			951	1189	Valid	Valid
57511	Eye Tracker			957	1188	Valid	Valid
57515	Eye Tracker			950	1189	Valid	Valid
57518	Eye Tracker			954	1189	Valid	Valid
57521	Eye Tracker			952	1188	Valid	Valid
57522	Mouse						
57525	Eye Tracker			955	1190	Valid	Valid
57528	Eye Tracker			962	1186	Valid	Valid
57531	Eye Tracker			965	1187	Valid	Valid
57535	Eye Tracker			950	1189	Valid	Valid
57538	Eye Tracker			951	1191	Valid	Valid
57538	Mouse						
57541	Eye Tracker			952	1190	Valid	Valid
57545	Eye Tracker			954	1189	Valid	Valid
57548	Eye Tracker			956	1188	Valid	Valid
57551	Eye Tracker			954	1190	Valid	Valid
57554	Mouse						
57555	Eye Tracker			955	1188	Valid	Valid
57558	Eye Tracker			954	1191	Valid	Valid
57561	Eye Tracker			954	1187	Valid	Valid
57565	Eye Tracker			966	1186	Valid	Valid
57568	Eye Tracker			953	1189	Valid	Valid
57570	Mouse						
57571	Eye Tracker			961	1186	Valid	Valid
57575	Eye Tracker			956	1190	Valid	Valid
57578	Eye Tracker			953	1190	Valid	Valid
57581	Eye Tracker			951	1189	Valid	Valid
57585	Eye Tracker			951	1191	Valid	Valid
57586	Mouse						
57588	Eye Tracker			954	1189	Valid	Valid
57591	Eye Tracker			953	1190	Valid	Valid
57595	Eye Tracker			951	1190	Valid	Valid
57598	Eye Tracker			952	1190	Valid	Valid
57601	Eye Tracker			959	1188	Valid	Valid
57602	Mouse						
57605	Eye Tracker			949	1191	Valid	Valid
57608	Eye Tracker			952	1190	Valid	Valid
57611	Eye Tracker			953	1192	Valid	Valid
57615	Eye Tracker			951	1191	Valid	Valid
57618	Eye Tracker			954	1190	Valid	Valid
57618	Mouse						
57621	Eye Tracker			958	1189	Valid	Valid
57625	Eye Tracker			951	1192	Valid	Valid
57628	Eye Tracker			961	1189	Valid	Valid
57631	Eye Tracker			951	1191	Valid	Valid
57634	Mouse						
57635	Eye Tracker			948	1189	Valid	Valid
57638	Eye Tracker			950	1189	Valid	Valid
57641	Eye Tracker			953	1190	Valid	Valid
57645	Eye Tracker			948	1192	Valid	Valid
57648	Eye Tracker			954	1192	Valid	Valid
57651	Eye Tracker			953	1191	Valid	Valid
57655	Eye Tracker			961	1188	Valid	Valid
57658	Eye Tracker			952	1192	Valid	Valid
57658	Mouse						
57661	Eye Tracker			951	1192	Valid	Valid
57665	Eye Tracker			966	1187	Valid	Valid
57668	Eye Tracker			950	1192	Valid	Valid
57671	Eye Tracker			945	1190	Valid	Valid
57674	Mouse						
57675	Eye Tracker			955	1192	Valid	Valid
57678	Eye Tracker			954	1192	Valid	Valid
57681	Eye Tracker			954	1192	Valid	Valid
57685	Eye Tracker			950	1193	Valid	Valid
57688	Eye Tracker			951	1191	Valid	Valid
57690	Mouse						
57691	Eye Tracker			949	1194	Valid	Valid
57695	Eye Tracker			952	1192	Valid	Valid
57698	Eye Tracker			953	1193	Valid	Valid
57701	Eye Tracker			964	1187	Valid	Valid
57705	Eye Tracker			950	1192	Valid	Valid
57706	Mouse						
57708	Eye Tracker			953	1192	Valid	Valid
57711	Eye Tracker			953	1193	Valid	Valid
57715	Eye Tracker			954	1191	Valid	Valid
57718	Eye Tracker			958	1193	Valid	Valid
57721	Eye Tracker			956	1192	Valid	Valid
57722	Mouse						
57725	Eye Tracker			958	1192	Valid	Valid
57728	Eye Tracker			957	1192	Valid	Valid
57731	Eye Tracker			955	1193	Valid	Valid
57735	Eye Tracker			958	1195	Valid	Valid
57738	Eye Tracker			960	1195	Valid	Valid
57741	Eye Tracker			955	1195	Valid	Valid
57745	Eye Tracker			958	1191	Valid	Valid
57746	Mouse						
57748	Eye Tracker			956	1195	Valid	Valid
57751	Eye Tracker			955	1194	Valid	Valid
57755	Eye Tracker			956	1190	Valid	Valid
57758	Eye Tracker			954	1192	Valid	Valid
57761	Eye Tracker			954	1193	Valid	Valid
57762	Mouse						
57765	Eye Tracker			958	1192	Valid	Valid
57768	Eye Tracker			967	1190	Valid	Valid
57771	Eye Tracker			960	1191	Valid	Valid
57775	Eye Tracker			963	1193	Valid	Valid
57778	Eye Tracker			962	1189	Valid	Valid
57778	Mouse						
57781	Eye Tracker			960	1192	Valid	Valid
57785	Eye Tracker			965	1191	Valid	Valid
57788	Eye Tracker			959	1193	Valid	Valid
57791	Eye Tracker			963	1194	Valid	Valid
57795	Eye Tracker			965	1192	Valid	Valid
57798	Eye Tracker			962	1194	Valid	Valid
57801	Eye Tracker			976	1191	Valid	Valid
57802	Mouse						
57805	Eye Tracker			977	1188	Valid	Valid
57808	Eye Tracker			965	1193	Valid	Valid
57811	Eye Tracker			964	1193	Valid	Valid
57815	Eye Tracker			977	1190	Valid	Valid
57818	Eye Tracker			966	1193	Valid	Valid
57821	Eye Tracker			968	1194	Valid	Valid
57825	Eye Tracker			969	1196	Valid	Valid
57828	Eye Tracker			977	1194	Valid	Valid
57831	Eye Tracker			975	1194	Valid	Valid
57835	Eye Tracker			962	1195	Valid	Valid
57838	Eye Tracker			969	1195	Valid	Valid
57841	Eye Tracker			966	1195	Valid	Valid
57845	Eye Tracker			985	1189	Valid	Valid
57848	Eye Tracker			981	1194	Valid	Valid
57851	Eye Tracker			970	1195	Valid	Valid
57855	Eye Tracker			970	1196	Valid	Valid
57858	Eye Tracker			993	1194	Valid	Valid
57861	Eye Tracker			970	1197	Valid	Valid
57865	Eye Tracker			979	1198	Valid	Valid
57868	Eye Tracker			972	1199	Valid	Valid
57871	Eye Tracker			970	1200	Valid	Valid
57875	Eye Tracker			986	1195	Valid	Valid
57878	Eye Tracker			988	1192	Valid	Valid
57881	Eye Tracker			971	1198	Valid	Valid
57885	Eye Tracker			973	1199	Valid	Valid
57888	Eye Tracker			973	1200	Valid	Valid
57891	Eye Tracker			972	1201	Valid	Valid
57895	Eye Tracker			978	1198	Valid	Valid
57898	Eye Tracker			980	1198	Valid	Valid
57901	Eye Tracker			977	1200	Valid	Valid
57905	Eye Tracker			975	1199	Valid	Valid
57908	Eye Tracker			1003	1187	Valid	Valid
57911	Eye Tracker			994	1192	Valid	Valid
57915	Eye Tracker			968	1202	Valid	Valid
57918	Eye Tracker			978	1200	Valid	Valid
57921	Eye Tracker			975	1198	Valid	Valid
57925	Eye Tracker			974	1197	Valid	Valid
57928	Eye Tracker			1000	1197	Valid	Valid
57931	Eye Tracker			974	1202	Valid	Valid
57935	Eye Tracker			974	1199	Valid	Valid
57938	Eye Tracker			986	1199	Valid	Valid
57941	Eye Tracker			980	1201	Valid	Valid
57945	Eye Tracker			983	1200	Valid	Valid
57948	Eye Tracker			976	1200	Valid	Valid
57951	Eye Tracker			981	1200	Valid	Valid
57955	Eye Tracker			982	1199	Valid	Valid
57958	Eye Tracker			985	1200	Valid	Valid
57961	Eye Tracker			983	1200	Valid	Valid
57965	Eye Tracker			980	1202	Valid	Valid
57968	Eye Tracker			977	1202	Valid	Valid
57971	Eye Tracker			986	1200	Valid	Valid
57975	Eye Tracker			989	1197	Valid	Valid
57978	Eye Tracker			977	1200	Valid	Valid
57981	Eye Tracker			977	1200	Valid	Valid
57985	Eye Tracker			975	1199	Valid	Valid
57988	Eye Tracker			976	1198	Valid	Valid
57991	Eye Tracker			981	1197	Valid	Valid
57995	Eye Tracker			975	1196	Valid	Valid
57998	Eye Tracker			981	1197	Valid	Valid
58001	Eye Tracker			971	1186	Valid	Valid
58005	Eye Tracker			975	1144	Valid	Valid
58008	Eye Tracker			981	1078	Valid	Valid
58011	Eye Tracker			986	1005	Valid	Valid
58015	Eye Tracker			986	944	Valid	Valid
58018	Eye Tracker			987	885	Valid	Valid
58021	Eye Tracker			979	834	Valid	Valid
58025	Eye Tracker			968	787	Valid	Valid
58028	Eye Tracker			952	743	Valid	Valid
58031	Eye Tracker			945	701	Valid	Valid
58035	Eye Tracker			947	671	Valid	Valid
58038	Eye Tracker			949	639	Valid	Valid
58041	Eye Tracker			952	626	Valid	Valid
58045	Eye Tracker			950	636	Valid	Valid
58048	Eye Tracker			943	667	Valid	Valid
58051	Eye Tracker			945	691	Valid	Valid
58055	Eye Tracker			946	696	Valid	Valid
58058	Eye Tracker			946	689	Valid	Valid
58061	Eye Tracker			946	672	Valid	Valid
58065	Eye Tracker			946	665	Valid	Valid
58068	Eye Tracker			943	662	Valid	Valid
58071	Eye Tracker			944	661	Valid	Valid
58075	Eye Tracker			944	661	Valid	Valid
58078	Eye Tracker			942	663	Valid	Valid
58081	Eye Tracker			940	664	Valid	Valid
58085	Eye Tracker			941	666	Valid	Valid
58088	Eye Tracker			940	667	Valid	Valid
58091	Eye Tracker			940	667	Valid	Valid
58095	Eye Tracker			938	668	Valid	Valid
58098	Eye Tracker			939	669	Valid	Valid
58101	Eye Tracker			938	669	Valid	Valid
58105	Eye Tracker			939	666	Valid	Valid
58108	Eye Tracker			941	666	Valid	Valid
58111	Eye Tracker			939	666	Valid	Valid
58115	Eye Tracker			939	665	Valid	Valid
58118	Eye Tracker			940	665	Valid	Valid
58121	Eye Tracker			938	664	Valid	Valid
58125	Eye Tracker			939	663	Valid	Valid
58128	Eye Tracker			939	663	Valid	Valid
58131	Eye Tracker			937	663	Valid	Valid
58135	Eye Tracker			937	663	Valid	Valid
58138	Eye Tracker			937	663	Valid	Valid
58141	Eye Tracker			936	663	Valid	Valid
58145	Eye Tracker			936	663	Valid	Valid
58148	Eye Tracker			938	661	Valid	Valid
58151	Eye Tracker			936	662	Valid	Valid
58155	Eye Tracker			938	661	Valid	Valid
58158	Eye Tracker			937	660	Valid	Valid
58161	Eye Tracker			937	659	Valid	Valid
58165	Eye Tracker			937	661	Valid	Valid
58168	Eye Tracker			938	661	Valid	Valid
58171	Eye Tracker			938	661	Valid	Valid
58175	Eye Tracker			937	663	Valid	Valid
58178	Eye Tracker			937	660	Valid	Valid
58181	Eye Tracker			939	661	Valid	Valid
58185	Eye Tracker			936	663	Valid	Valid
58188	Eye Tracker			938	664	Valid	Valid
58191	Eye Tracker			937	663	Valid	Valid
58195	Eye Tracker			936	662	Valid	Valid
58198	Eye Tracker			937	663	Valid	Valid
58201	Eye Tracker			938	663	Valid	Valid
58205	Eye Tracker			936	662	Valid	Valid
58208	Eye Tracker			936	663	Valid	Valid
58211	Eye Tracker			936	663	Valid	Valid
58215	Eye Tracker			937	664	Valid	Valid
58218	Eye Tracker			937	663	Valid	Valid
58221	Eye Tracker			938	665	Valid	Valid
58225	Eye Tracker			940	666	Valid	Valid
58228	Eye Tracker			938	664	Valid	Valid
58231	Eye Tracker			940	666	Valid	Valid
58235	Eye Tracker			938	662	Valid	Valid
58238	Eye Tracker			935	661	Valid	Valid
58241	Eye Tracker			938	662	Valid	Valid
58245	Eye Tracker			937	663	Valid	Valid
58248	Eye Tracker			937	662	Valid	Valid
58251	Eye Tracker			937	662	Valid	Valid
58255	Eye Tracker			937	662	Valid	Valid
58258	Eye Tracker			938	662	Valid	Valid
58261	Eye Tracker			938	660	Valid	Valid
58265	Eye Tracker			937	661	Valid	Valid
58268	Eye Tracker			936	661	Valid	Valid
58271	Eye Tracker			937	661	Valid	Valid
58275	Eye Tracker			937	660	Valid	Valid
58278	Eye Tracker			937	662	Valid	Valid
58281	Eye Tracker			938	662	Valid	Valid
58285	Eye Tracker			936	660	Valid	Valid
58288	Eye Tracker			937	662	Valid	Valid
58291	Eye Tracker			937	663	Valid	Valid
58295	Eye Tracker			938	661	Valid	Valid
58298	Eye Tracker			936	661	Valid	Valid
58301	Eye Tracker			937	663	Valid	Valid
58305	Eye Tracker			938	661	Valid	Valid
58308	Eye Tracker			936	661	Valid	Valid
58311	Eye Tracker			936	663	Valid	Valid
58315	Eye Tracker			939	661	Valid	Valid
58318	Eye Tracker			938	661	Valid	Valid
58321	Eye Tracker			937	661	Valid	Valid
58325	Eye Tracker			937	661	Valid	Valid
58328	Eye Tracker			937	661	Valid	Valid
58331	Eye Tracker			937	660	Valid	Valid
58335	Eye Tracker			936	662	Valid	Valid
58338	Eye Tracker			936	663	Valid	Valid
58341	Eye Tracker			936	663	Valid	Valid
58345	Eye Tracker			936	662	Valid	Valid
58348	Eye Tracker			936	662	Valid	Valid
58351	Eye Tracker			936	661	Valid	Valid
58355	Eye Tracker			935	661	Valid	Valid
58358	Eye Tracker			935	661	Valid	Valid
58361	Eye Tracker			934	660	Valid	Valid
58365	Eye Tracker			934	660	Valid	Valid
58368	Eye Tracker			934	660	Valid	Valid
58371	Eye Tracker			936	658	Valid	Valid
58375	Eye Tracker			936	659	Valid	Valid
58378	Eye Tracker			935	657	Valid	Valid
58381	Eye Tracker			935	660	Valid	Valid
58385	Eye Tracker			938	660	Valid	Valid
58388	Eye Tracker			940	664	Valid	Valid
58391	Eye Tracker			938	662	Valid	Valid
58395	Eye Tracker			938	660	Valid	Valid
58398	Eye Tracker			938	660	Valid	Valid
58401	Eye Tracker			936	660	Valid	Valid
58405	Eye Tracker			936	660	Valid	Valid
58408	Eye Tracker			935	662	Valid	Valid
58411	Eye Tracker			936	660	Valid	Valid
58415	Eye Tracker			937	663	Valid	Valid
58418	Eye Tracker			934	659	Valid	Valid
58421	Eye Tracker			934	659	Valid	Valid
58425	Eye Tracker			933	660	Valid	Valid
58428	Eye Tracker			932	659	Valid	Valid
58431	Eye Tracker			934	660	Valid	Valid
58435	Eye Tracker			935	660	Valid	Valid
58438	Eye Tracker			935	659	Valid	Valid
58441	Eye Tracker			935	659	Valid	Valid
58445	Eye Tracker			935	659	Valid	Valid
58448	Eye Tracker			937	659	Valid	Valid
58451	Eye Tracker			937	657	Valid	Valid
58455	Eye Tracker			936	658	Valid	Valid
58458	Eye Tracker			935	660	Valid	Valid
58461	Eye Tracker			938	658	Valid	Valid
58465	Eye Tracker			936	659	Valid	Valid
58468	Eye Tracker			936	658	Valid	Valid
58471	Eye Tracker			936	659	Valid	Valid
58475	Eye Tracker			936	658	Valid	Valid
58478	Eye Tracker			935	660	Valid	Valid
58481	Eye Tracker			936	659	Valid	Valid
58485	Eye Tracker			937	658	Valid	Valid
58488	Eye Tracker			936	661	Valid	Valid
58491	Eye Tracker			937	658	Valid	Valid
58495	Eye Tracker			936	660	Valid	Valid
58498	Eye Tracker			938	658	Valid	Valid
58501	Eye Tracker			937	659	Valid	Valid
58505	Eye Tracker			937	662	Valid	Valid
58508	Eye Tracker			935	661	Valid	Valid
58511	Eye Tracker			935	662	Valid	Valid
58515	Eye Tracker			937	663	Valid	Valid
58518	Eye Tracker			938	650	Valid	Valid
58521	Eye Tracker			942	627	Valid	Valid
58525	Eye Tracker			945	598	Valid	Valid
58528	Eye Tracker			953	573	Valid	Valid
58531	Eye Tracker			959	558	Valid	Valid
58535	Eye Tracker			962	551	Valid	Valid
58538	Eye Tracker			963	551	Valid	Valid
58541	Eye Tracker			958	555	Valid	Valid
58545	Eye Tracker			956	560	Valid	Valid
58548	Eye Tracker			954	563	Valid	Valid
58551	Eye Tracker			955	567	Valid	Valid
58555	Eye Tracker			954	566	Valid	Valid
58558	Eye Tracker			956	563	Valid	Valid
58561	Eye Tracker			955	562	Valid	Valid
58565	Eye Tracker			957	564	Valid	Valid
58568	Eye Tracker			955	563	Valid	Valid
58571	Eye Tracker			955	564	Valid	Valid
58575	Eye Tracker			955	564	Valid	Valid
58578	Eye Tracker			953	562	Valid	Valid
58581	Eye Tracker			955	564	Valid	Valid
58585	Eye Tracker			954	562	Valid	Valid
58588	Eye Tracker			956	562	Valid	Valid
58591	Eye Tracker			955	562	Valid	Valid
58595	Eye Tracker			954	563	Valid	Valid
58598	Eye Tracker			956	561	Valid	Valid
58601	Eye Tracker			955	561	Valid	Valid
58605	Eye Tracker			954	560	Valid	Valid
58608	Eye Tracker			953	561	Valid	Valid
58611	Eye Tracker			955	561	Valid	Valid
58615	Eye Tracker			954	560	Valid	Valid
58618	Eye Tracker			954	560	Valid	Valid
58621	Eye Tracker			955	559	Valid	Valid
58625	Eye Tracker			955	559	Valid	Valid
58628	Eye Tracker			954	559	Valid	Valid
58631	Eye Tracker			955	559	Valid	Valid
58634	Mouse						
58635	Eye Tracker			954	559	Valid	Valid
58638	Eye Tracker			956	558	Valid	Valid
58641	Eye Tracker			956	558	Valid	Valid
58645	Eye Tracker			956	558	Valid	Valid
58648	Eye Tracker			956	557	Valid	Valid
58650	Mouse						
58651	Eye Tracker			956	556	Valid	Valid
58655	Eye Tracker			957	557	Valid	Valid
58658	Eye Tracker			958	558	Valid	Valid
58661	Eye Tracker			957	559	Valid	Valid
58665	Eye Tracker			957	557	Valid	Valid
58666	Mouse						
58668	Eye Tracker			957	558	Valid	Valid
58671	Eye Tracker			958	560	Valid	Valid
58675	Eye Tracker			957	559	Valid	Valid
58678	Eye Tracker			959	557	Valid	Valid
58681	Eye Tracker			958	558	Valid	Valid
58682	Mouse						
58685	Eye Tracker			958	558	Valid	Valid
58688	Eye Tracker			958	557	Valid	Valid
58691	Eye Tracker			958	556	Valid	Valid
58695	Eye Tracker			958	557	Valid	Valid
58698	Eye Tracker			957	557	Valid	Valid
58698	Mouse						
58701	Eye Tracker			958	556	Valid	Valid
58705	Eye Tracker			958	555	Valid	Valid
58708	Eye Tracker			959	556	Valid	Valid
58711	Eye Tracker			958	556	Valid	Valid
58714	Mouse						
58715	Eye Tracker			958	555	Valid	Valid
58718	Eye Tracker			957	555	Valid	Valid
58721	Eye Tracker			958	556	Valid	Valid
58725	Eye Tracker			957	556	Valid	Valid
58728	Eye Tracker			957	555	Valid	Valid
58730	Mouse						
58731	Eye Tracker			959	554	Valid	Valid
58735	Eye Tracker			958	553	Valid	Valid
58738	Eye Tracker			956	555	Valid	Valid
58741	Eye Tracker			960	554	Valid	Valid
58745	Eye Tracker			958	555	Valid	Valid
58746	Mouse						
58748	Eye Tracker			959	555	Valid	Valid
58751	Eye Tracker			958	554	Valid	Valid
58755	Eye Tracker			957	555	Valid	Valid
58758	Eye Tracker			958	555	Valid	Valid
58761	Eye Tracker			959	556	Valid	Valid
58762	Mouse						
58765	Eye Tracker			959	554	Valid	Valid
58768	Eye Tracker			960	556	Valid	Valid
58771	Eye Tracker			958	556	Valid	Valid
58775	Eye Tracker			958	555	Valid	Valid
58778	Eye Tracker			956	553	Valid	Valid
58778	Mouse						
58781	Eye Tracker			952	544	Valid	Valid
58785	Eye Tracker			951	540	Valid	Valid
