Recording timestamp	Sensor	Event	Event value	Gaze point X	Gaze point Y	Validity left	Validity right
72306	Eye Tracker			958	872	Valid	Valid
72309	Eye Tracker			954	870	Valid	Valid
72313	Eye Tracker			955	869	Valid	Valid
72316	Eye Tracker			957	872	Valid	Valid
72319	Eye Tracker			957	873	Valid	Valid
72323	Eye Tracker			961	869	Valid	Valid
72326	Eye Tracker			959	868	Valid	Valid
72329	Eye Tracker			958	872	Valid	Valid
72333	Eye Tracker			961	872	Valid	Valid
72336	Eye Tracker			959	869	Valid	Valid
72337		MouseEvent	Down, Left				
72337	Mouse						
72339	Eye Tracker			961	869	Valid	Valid
72343	Eye Tracker			956	867	Valid	Valid
72346	Eye Tracker			956	872	Valid	Valid
72349	Eye Tracker			956	870	Valid	Valid
72353	Eye Tracker			959	867	Valid	Valid
72356	Eye Tracker			960	867	Valid	Valid
72359	Eye Tracker			961	864	Valid	Valid
72363	Eye Tracker			953	869	Valid	Valid
72366	Eye Tracker			958	870	Valid	Valid
72369	Eye Tracker			958	867	Valid	Valid
72373	Eye Tracker			957	869	Valid	Valid
72376	Eye Tracker			955	869	Valid	Valid
72379		ImageStimulusEnd	MitteUnten - Kopie				
72379		ImageStimulusStart	MitteUnten				
72379	Eye Tracker			960	867	Valid	Valid
72383	Eye Tracker			953	867	Valid	Valid
72386	Eye Tracker			956	867	Valid	Valid
72389	Eye Tracker			957	868	Valid	Valid
72393	Eye Tracker			957	868	Valid	Valid
72396	Eye Tracker			956	871	Valid	Valid
72399	Eye Tracker			956	868	Valid	Valid
72403	Eye Tracker			961	869	Valid	Valid
72406	Eye Tracker			961	872	Valid	Valid
72409	Eye Tracker			960	868	Valid	Valid
72413	Eye Tracker			967	871	Valid	Valid
72416	Eye Tracker			962	868	Valid	Valid
72419	Eye Tracker			959	869	Valid	Valid
72423	Eye Tracker			961	870	Valid	Valid
72426	Eye Tracker			961	866	Valid	Valid
72429	Eye Tracker			960	869	Valid	Valid
72433	Eye Tracker			960	868	Valid	Valid
72436	Eye Tracker			962	870	Valid	Valid
72439	Eye Tracker			962	868	Valid	Valid
72441		MouseEvent	Up, Left				
72441	Mouse						
72443	Eye Tracker			962	867	Valid	Valid
72446	Eye Tracker			958	869	Valid	Valid
72449	Eye Tracker			961	870	Valid	Valid
72453	Eye Tracker			959	870	Valid	Valid
72456	Eye Tracker			965	869	Valid	Valid
72459	Eye Tracker			963	867	Valid	Valid
72463	Eye Tracker			963	865	Valid	Valid
72466	Eye Tracker			965	869	Valid	Valid
72469	Eye Tracker			965	869	Valid	Valid
72473	Eye Tracker			963	866	Valid	Valid
72476	Eye Tracker			960	871	Valid	Valid
72479	Eye Tracker			964	873	Valid	Valid
72483	Eye Tracker			960	869	Valid	Valid
72486	Eye Tracker			958	869	Valid	Valid
72489	Eye Tracker			964	868	Valid	Valid
72493	Eye Tracker			957	864	Valid	Valid
72496	Eye Tracker			959	869	Valid	Valid
72499	Eye Tracker			965	867	Valid	Valid
72503	Eye Tracker			960	868	Valid	Valid
72506	Eye Tracker			956	865	Valid	Valid
72509	Eye Tracker			956	866	Valid	Valid
72513	Eye Tracker			961	865	Valid	Valid
72516	Eye Tracker			956	865	Valid	Valid
72519	Eye Tracker			964	864	Valid	Valid
72523	Eye Tracker			960	867	Valid	Valid
72526	Eye Tracker			959	865	Valid	Valid
72529	Eye Tracker			956	866	Valid	Valid
72533	Eye Tracker			963	867	Valid	Valid
72536	Eye Tracker			955	866	Valid	Valid
72539	Eye Tracker			959	865	Valid	Valid
72543	Eye Tracker			959	865	Valid	Valid
72546	Eye Tracker			964	864	Valid	Valid
72549	Eye Tracker			963	862	Valid	Valid
72553	Eye Tracker			963	862	Valid	Valid
72556	Eye Tracker			965	867	Valid	Valid
72559	Eye Tracker			964	866	Valid	Valid
72563	Eye Tracker			965	863	Valid	Valid
72566	Eye Tracker			965	866	Valid	Valid
72569	Eye Tracker			965	863	Valid	Valid
72573	Eye Tracker			965	865	Valid	Valid
72576	Eye Tracker			967	864	Valid	Valid
72579	Eye Tracker			962	866	Valid	Valid
72583	Eye Tracker			960	864	Valid	Valid
72586	Eye Tracker			964	867	Valid	Valid
72589	Eye Tracker			969	864	Valid	Valid
72593	Eye Tracker			963	868	Valid	Valid
72596	Eye Tracker			961	864	Valid	Valid
72599	Eye Tracker			961	864	Valid	Valid
72603	Eye Tracker			961	867	Valid	Valid
72606	Eye Tracker			960	863	Valid	Valid
72609	Eye Tracker			965	864	Valid	Valid
72613	Eye Tracker			960	866	Valid	Valid
72616	Eye Tracker			961	865	Valid	Valid
72619	Eye Tracker			964	863	Valid	Valid
72623	Eye Tracker			962	865	Valid	Valid
72626	Eye Tracker			961	863	Valid	Valid
72629	Eye Tracker			962	865	Valid	Valid
72633	Eye Tracker			960	866	Valid	Valid
72636	Eye Tracker			962	866	Valid	Valid
72639	Eye Tracker			960	866	Valid	Valid
72643	Eye Tracker			963	864	Valid	Valid
72646	Eye Tracker			961	866	Valid	Valid
72649	Mouse						
72649	Eye Tracker			961	865	Valid	Valid
72653	Eye Tracker			965	864	Valid	Valid
72656	Eye Tracker			963	863	Valid	Valid
72659	Eye Tracker			962	865	Valid	Valid
72663	Eye Tracker			963	867	Valid	Valid
72665	Mouse						
72666	Eye Tracker			965	864	Valid	Valid
72669	Eye Tracker			959	866	Valid	Valid
72673	Eye Tracker			962	866	Valid	Valid
72676	Eye Tracker			963	866	Valid	Valid
72679	Eye Tracker			965	867	Valid	Valid
72683	Eye Tracker			964	866	Valid	Valid
72686	Eye Tracker			963	865	Valid	Valid
72689	Eye Tracker			965	866	Valid	Valid
72693	Eye Tracker			963	866	Valid	Valid
72696	Eye Tracker			964	865	Valid	Valid
72699	Eye Tracker			964	861	Valid	Valid
72703	Eye Tracker			969	870	Valid	Valid
72706	Eye Tracker			964	863	Valid	Valid
72709	Eye Tracker			959	865	Valid	Valid
72713	Eye Tracker			967	865	Valid	Valid
72716	Eye Tracker			960	866	Valid	Valid
72719	Eye Tracker			964	865	Valid	Valid
72723	Eye Tracker			961	869	Valid	Valid
72726	Eye Tracker			950	871	Valid	Valid
72729	Eye Tracker			948	871	Valid	Valid
72733	Eye Tracker			943	870	Valid	Valid
72736	Eye Tracker			946	869	Valid	Valid
72739	Eye Tracker			951	866	Valid	Valid
72743	Eye Tracker			954	863	Valid	Valid
72746	Eye Tracker			956	866	Valid	Valid
72749	Eye Tracker			953	868	Valid	Valid
72753	Eye Tracker			949	868	Valid	Valid
72756	Eye Tracker			953	866	Valid	Valid
72759	Eye Tracker			955	869	Valid	Valid
72763	Eye Tracker			957	865	Valid	Valid
72766	Eye Tracker			952	865	Valid	Valid
72769	Eye Tracker			958	869	Valid	Valid
72773	Eye Tracker			952	868	Valid	Valid
72776	Eye Tracker			953	869	Valid	Valid
72779	Eye Tracker			956	870	Valid	Valid
72783	Eye Tracker			954	866	Valid	Valid
72786	Eye Tracker			961	866	Valid	Valid
72789	Eye Tracker			954	866	Valid	Valid
72793	Eye Tracker			956	870	Valid	Valid
72796	Eye Tracker			957	868	Valid	Valid
72799	Eye Tracker			955	868	Valid	Valid
72803	Eye Tracker			956	866	Valid	Valid
72806	Eye Tracker			957	864	Valid	Valid
72809	Eye Tracker			954	868	Valid	Valid
72813	Eye Tracker			954	866	Valid	Valid
72816	Eye Tracker			954	866	Valid	Valid
72819	Eye Tracker			951	869	Valid	Valid
72823	Eye Tracker			955	864	Valid	Valid
72826	Eye Tracker			953	862	Valid	Valid
72829	Eye Tracker			954	865	Valid	Valid
72833	Eye Tracker			949	865	Valid	Valid
72836	Eye Tracker			952	865	Valid	Valid
72839	Eye Tracker			952	867	Valid	Valid
72843	Eye Tracker			953	866	Valid	Valid
72846	Eye Tracker			955	869	Valid	Valid
72849	Eye Tracker			952	868	Valid	Valid
72853	Eye Tracker			951	866	Valid	Valid
72856	Eye Tracker			951	864	Valid	Valid
72859	Eye Tracker			955	871	Valid	Valid
72863	Eye Tracker			958	868	Valid	Valid
72866	Eye Tracker			961	870	Valid	Valid
72869	Eye Tracker			962	872	Valid	Valid
72873	Eye Tracker			964	870	Valid	Valid
72876	Eye Tracker			956	868	Valid	Valid
72879	Eye Tracker			950	869	Valid	Valid
72883	Eye Tracker			950	868	Valid	Valid
72886	Eye Tracker			949	867	Valid	Valid
72889	Eye Tracker			954	865	Valid	Valid
72893	Eye Tracker			952	867	Valid	Valid
72896	Eye Tracker			953	869	Valid	Valid
72899	Eye Tracker			957	867	Valid	Valid
72903	Eye Tracker			957	869	Valid	Valid
72906	Eye Tracker			956	869	Valid	Valid
72909	Eye Tracker			955	870	Valid	Valid
72913	Eye Tracker			953	868	Valid	Valid
72916	Eye Tracker			954	868	Valid	Valid
72919	Eye Tracker			955	867	Valid	Valid
72923	Eye Tracker			954	868	Valid	Valid
72926	Eye Tracker			957	868	Valid	Valid
72929	Eye Tracker			954	870	Valid	Valid
72933	Eye Tracker			954	867	Valid	Valid
72936	Eye Tracker			954	870	Valid	Valid
72939	Eye Tracker			955	865	Valid	Valid
72943	Eye Tracker			955	870	Valid	Valid
72946	Eye Tracker			952	869	Valid	Valid
72949	Eye Tracker			954	871	Valid	Valid
72953	Eye Tracker			952	869	Valid	Valid
72956	Eye Tracker			954	869	Valid	Valid
72959	Eye Tracker			950	867	Valid	Valid
72963	Eye Tracker			956	867	Valid	Valid
72966	Eye Tracker			953	867	Valid	Valid
72969	Eye Tracker			958	868	Valid	Valid
72973	Eye Tracker			952	869	Valid	Valid
72976	Eye Tracker			955	869	Valid	Valid
72979	Eye Tracker			955	869	Valid	Valid
72983	Eye Tracker			949	870	Valid	Valid
72986	Eye Tracker			955	867	Valid	Valid
72989	Eye Tracker			956	870	Valid	Valid
72993	Eye Tracker			957	870	Valid	Valid
72996	Eye Tracker			957	869	Valid	Valid
72999	Eye Tracker			955	869	Valid	Valid
73003	Eye Tracker			957	868	Valid	Valid
73006	Eye Tracker			952	866	Valid	Valid
73009	Eye Tracker			954	867	Valid	Valid
73013	Eye Tracker			955	870	Valid	Valid
73016	Eye Tracker			952	870	Valid	Valid
73019	Eye Tracker			954	871	Valid	Valid
73023	Eye Tracker			959	868	Valid	Valid
73026	Eye Tracker			961	872	Valid	Valid
73029	Eye Tracker			972	875	Valid	Valid
73033	Eye Tracker			974	876	Valid	Valid
73036	Eye Tracker			969	873	Valid	Valid
73039	Eye Tracker			958	870	Valid	Valid
73043	Eye Tracker			962	869	Valid	Valid
73046	Eye Tracker			963	868	Valid	Valid
73049	Eye Tracker			964	870	Valid	Valid
73053	Eye Tracker			961	871	Valid	Valid
73056	Eye Tracker			965	872	Valid	Valid
73059	Eye Tracker			964	871	Valid	Valid
73063	Eye Tracker			960	870	Valid	Valid
73066	Eye Tracker			962	871	Valid	Valid
73069	Eye Tracker			961	871	Valid	Valid
73073	Eye Tracker			961	867	Valid	Valid
73076	Eye Tracker			959	869	Valid	Valid
73079	Eye Tracker			960	872	Valid	Valid
73083	Eye Tracker			962	871	Valid	Valid
73086	Eye Tracker			962	872	Valid	Valid
73089	Eye Tracker			961	867	Valid	Valid
73093	Eye Tracker			960	869	Valid	Valid
73096	Eye Tracker			961	871	Valid	Valid
73099	Eye Tracker			961	868	Valid	Valid
73103	Eye Tracker			962	871	Valid	Valid
73106	Eye Tracker			962	870	Valid	Valid
73109	Eye Tracker			964	869	Valid	Valid
73113	Eye Tracker			963	870	Valid	Valid
73116	Eye Tracker			964	871	Valid	Valid
73119	Eye Tracker			964	867	Valid	Valid
73123	Eye Tracker			962	868	Valid	Valid
73126	Eye Tracker			965	873	Valid	Valid
73129	Eye Tracker			965	867	Valid	Valid
73133	Eye Tracker			964	869	Valid	Valid
73136	Eye Tracker			962	871	Valid	Valid
73139	Eye Tracker			964	870	Valid	Valid
73143	Eye Tracker			963	870	Valid	Valid
73146	Eye Tracker			962	871	Valid	Valid
73149	Eye Tracker			962	871	Valid	Valid
73153	Eye Tracker			962	872	Valid	Valid
73156	Eye Tracker			964	869	Valid	Valid
73159	Eye Tracker			965	869	Valid	Valid
73163	Eye Tracker			961	865	Valid	Valid
73166	Eye Tracker			964	869	Valid	Valid
73169	Eye Tracker			964	869	Valid	Valid
73173	Eye Tracker			964	869	Valid	Valid
73176	Eye Tracker			963	869	Valid	Valid
73179	Eye Tracker			965	868	Valid	Valid
73183	Eye Tracker			962	866	Valid	Valid
73186	Eye Tracker			962	868	Valid	Valid
73189	Eye Tracker			964	868	Valid	Valid
73193	Eye Tracker			962	872	Valid	Valid
73196	Eye Tracker			962	867	Valid	Valid
73199	Eye Tracker			961	868	Valid	Valid
73203	Eye Tracker			963	871	Valid	Valid
73206	Eye Tracker			958	867	Valid	Valid
73209	Eye Tracker			961	868	Valid	Valid
73213	Eye Tracker			960	868	Valid	Valid
73216	Eye Tracker			960	865	Valid	Valid
73219	Eye Tracker			962	870	Valid	Valid
73223	Eye Tracker			959	870	Valid	Valid
73226	Eye Tracker			961	868	Valid	Valid
73229	Eye Tracker			962	871	Valid	Valid
73233	Eye Tracker			961	870	Valid	Valid
73236	Eye Tracker			959	868	Valid	Valid
73239	Eye Tracker			964	867	Valid	Valid
73243	Eye Tracker			962	869	Valid	Valid
73246	Eye Tracker			961	867	Valid	Valid
73249	Eye Tracker			961	871	Valid	Valid
73253	Eye Tracker			963	867	Valid	Valid
73256	Eye Tracker			966	868	Valid	Valid
73259	Eye Tracker			963	871	Valid	Valid
73263	Eye Tracker			963	870	Valid	Valid
73266	Eye Tracker			963	868	Valid	Valid
73269	Eye Tracker			968	871	Valid	Valid
73273	Eye Tracker			965	869	Valid	Valid
73276	Eye Tracker			965	869	Valid	Valid
73279	Eye Tracker			965	867	Valid	Valid
73283	Eye Tracker			969	869	Valid	Valid
73286	Eye Tracker			968	870	Valid	Valid
73289	Eye Tracker			964	868	Valid	Valid
73293	Eye Tracker			969	867	Valid	Valid
73296	Eye Tracker			970	869	Valid	Valid
73299	Eye Tracker			962	870	Valid	Valid
73303	Eye Tracker			966	867	Valid	Valid
73306	Eye Tracker			966	866	Valid	Valid
73309	Eye Tracker			963	869	Valid	Valid
73313	Eye Tracker			965	867	Valid	Valid
73316	Eye Tracker			967	868	Valid	Valid
73319	Eye Tracker			964	866	Valid	Valid
73323	Eye Tracker			967	871	Valid	Valid
73326	Eye Tracker			967	869	Valid	Valid
73329	Eye Tracker			966	868	Valid	Valid
73333	Eye Tracker			967	870	Valid	Valid
73336	Eye Tracker			966	869	Valid	Valid
73339	Eye Tracker			964	871	Valid	Valid
73343	Eye Tracker			964	869	Valid	Valid
73346	Eye Tracker			963	871	Valid	Valid
73349	Eye Tracker			968	867	Valid	Valid
73353	Eye Tracker			969	868	Valid	Valid
73356	Eye Tracker			966	870	Valid	Valid
73359	Eye Tracker			967	870	Valid	Valid
73363	Eye Tracker			967	871	Valid	Valid
73366	Eye Tracker			967	871	Valid	Valid
73369	Eye Tracker			966	868	Valid	Valid
73373	Eye Tracker			963	870	Valid	Valid
73376	Eye Tracker			965	870	Valid	Valid
73379		ImageStimulusEnd	MitteUnten				
73379		ImageStimulusStart	InnenUntenLinks - Kopie				
73379	Eye Tracker			967	871	Valid	Valid
73383	Eye Tracker			967	869	Valid	Valid
73386	Eye Tracker			968	869	Valid	Valid
73389	Eye Tracker			964	871	Valid	Valid
73393	Eye Tracker			963	867	Valid	Valid
73396	Eye Tracker			962	870	Valid	Valid
73399	Eye Tracker			965	869	Valid	Valid
73403	Eye Tracker			963	873	Valid	Valid
73406	Eye Tracker			963	868	Valid	Valid
73409	Eye Tracker			965	870	Valid	Valid
73413	Eye Tracker			966	875	Valid	Valid
73416	Eye Tracker			965	870	Valid	Valid
73419	Eye Tracker			964	868	Valid	Valid
73423	Eye Tracker			961	871	Valid	Valid
73426	Eye Tracker			963	869	Valid	Valid
73429	Eye Tracker			961	869	Valid	Valid
73433	Eye Tracker			962	869	Valid	Valid
73436	Eye Tracker			964	870	Valid	Valid
73439	Eye Tracker			964	870	Valid	Valid
73443	Eye Tracker			965	868	Valid	Valid
73446	Eye Tracker			959	868	Valid	Valid
73449	Eye Tracker			961	869	Valid	Valid
73453	Eye Tracker			963	872	Valid	Valid
73456	Eye Tracker			959	871	Valid	Valid
73459	Eye Tracker			964	867	Valid	Valid
73463	Eye Tracker			964	869	Valid	Valid
73466	Eye Tracker			962	866	Valid	Valid
73469	Eye Tracker			963	867	Valid	Valid
73473	Eye Tracker			962	867	Valid	Valid
73476	Eye Tracker			960	869	Valid	Valid
73479	Eye Tracker			959	866	Valid	Valid
73483	Eye Tracker			962	867	Valid	Valid
73486	Eye Tracker			963	868	Valid	Valid
73489	Eye Tracker			963	869	Valid	Valid
73493	Eye Tracker			961	870	Valid	Valid
73496	Eye Tracker			958	865	Valid	Valid
73499	Eye Tracker			965	866	Valid	Valid
73503	Eye Tracker			960	870	Valid	Valid
73506	Eye Tracker			960	867	Valid	Valid
73509	Eye Tracker			963	867	Valid	Valid
73513	Eye Tracker			951	867	Valid	Valid
73516	Eye Tracker			929	858	Valid	Valid
73519	Eye Tracker			895	840	Valid	Valid
73523	Eye Tracker			848	820	Valid	Valid
73526	Eye Tracker			811	798	Valid	Valid
73529	Eye Tracker			773	769	Valid	Valid
73533	Eye Tracker			734	763	Valid	Valid
73536	Eye Tracker			696	750	Valid	Valid
73539	Eye Tracker			663	732	Valid	Valid
73543	Eye Tracker			627	723	Valid	Valid
73546	Eye Tracker			606	714	Valid	Valid
73549	Eye Tracker			586	710	Valid	Valid
73553	Mouse						
73553	Eye Tracker			579	704	Valid	Valid
73556	Eye Tracker			580	706	Valid	Valid
73559	Eye Tracker			587	704	Valid	Valid
73563	Eye Tracker			594	703	Valid	Valid
73566	Eye Tracker			594	708	Valid	Valid
73568	Mouse						
73569	Eye Tracker			592	718	Valid	Valid
73573	Eye Tracker			589	708	Valid	Valid
73576	Eye Tracker			584	707	Valid	Valid
73579	Eye Tracker			582	706	Valid	Valid
73583	Eye Tracker			577	706	Valid	Valid
73585	Mouse						
73586	Eye Tracker			578	709	Valid	Valid
73589	Eye Tracker			580	705	Valid	Valid
73593	Eye Tracker			578	705	Valid	Valid
73596	Eye Tracker			576	708	Valid	Valid
73599	Eye Tracker			578	698	Valid	Valid
73601	Mouse						
73603	Eye Tracker			577	701	Valid	Valid
73606	Eye Tracker			580	701	Valid	Valid
73609	Eye Tracker			576	702	Valid	Valid
73613	Eye Tracker			578	702	Valid	Valid
73616	Eye Tracker			577	702	Valid	Valid
73617	Mouse						
73619	Eye Tracker			578	703	Valid	Valid
73623	Eye Tracker			579	700	Valid	Valid
73626	Eye Tracker			577	704	Valid	Valid
73629	Eye Tracker			578	702	Valid	Valid
73633	Mouse						
73633	Eye Tracker			575	703	Valid	Valid
73636	Eye Tracker			574	702	Valid	Valid
73639	Eye Tracker			573	701	Valid	Valid
73643	Eye Tracker			574	704	Valid	Valid
73646	Eye Tracker			572	704	Valid	Valid
73649	Mouse						
73649	Eye Tracker			571	704	Valid	Valid
73653	Eye Tracker			572	704	Valid	Valid
73656	Eye Tracker			570	705	Valid	Valid
73659	Eye Tracker			573	699	Valid	Valid
73663	Eye Tracker			574	704	Valid	Valid
73665	Mouse						
73666	Eye Tracker			572	703	Valid	Valid
73669	Eye Tracker			572	700	Valid	Valid
73673	Eye Tracker			572	703	Valid	Valid
73676	Eye Tracker			572	700	Valid	Valid
73679	Eye Tracker			572	703	Valid	Valid
73681	Mouse						
73683	Eye Tracker			571	703	Valid	Valid
73686	Eye Tracker			571	700	Valid	Valid
73689	Eye Tracker			573	703	Valid	Valid
73693	Eye Tracker			570	702	Valid	Valid
73696	Eye Tracker			570	701	Valid	Valid
73697	Mouse						
73699	Eye Tracker			568	706	Valid	Valid
73703	Eye Tracker			569	706	Valid	Valid
73706	Eye Tracker			572	702	Valid	Valid
73709	Eye Tracker			570	706	Valid	Valid
73713	Mouse						
73713	Eye Tracker			571	705	Valid	Valid
73716	Eye Tracker			574	705	Valid	Valid
73719	Eye Tracker			574	708	Valid	Valid
73723	Eye Tracker			585	704	Valid	Valid
73726	Eye Tracker			594	709	Valid	Valid
73729	Mouse						
73729	Eye Tracker			608	713	Valid	Valid
73733	Eye Tracker			612	711	Valid	Valid
73736	Eye Tracker			605	715	Valid	Valid
73739	Eye Tracker			594	712	Valid	Valid
73743	Eye Tracker			588	709	Valid	Valid
73745	Mouse						
73746	Eye Tracker			591	710	Valid	Valid
73749	Eye Tracker			592	715	Valid	Valid
73753	Eye Tracker			594	710	Valid	Valid
73756	Eye Tracker			592	702	Valid	Valid
73759	Eye Tracker			594	710	Valid	Valid
73761	Mouse						
73763	Eye Tracker			594	718	Valid	Valid
73766	Eye Tracker			590	709	Valid	Valid
73769	Eye Tracker			592	710	Valid	Valid
73773	Eye Tracker			595	712	Valid	Valid
73776	Eye Tracker			594	714	Valid	Valid
73777	Mouse						
73779	Eye Tracker			595	712	Valid	Valid
73783	Eye Tracker			589	713	Valid	Valid
73786	Eye Tracker			594	709	Valid	Valid
73789	Eye Tracker			591	716	Valid	Valid
73793	Mouse						
73793	Eye Tracker			592	710	Valid	Valid
73796	Eye Tracker			594	707	Valid	Valid
73799	Eye Tracker			596	709	Valid	Valid
73803	Eye Tracker			591	712	Valid	Valid
73806	Eye Tracker			596	713	Valid	Valid
73809	Mouse						
73809	Eye Tracker			589	714	Valid	Valid
73813	Eye Tracker			592	711	Valid	Valid
73816	Eye Tracker			592	711	Valid	Valid
73819	Eye Tracker			593	711	Valid	Valid
73823	Eye Tracker			594	710	Valid	Valid
73825	Mouse						
73826	Eye Tracker			589	710	Valid	Valid
73829	Eye Tracker			594	708	Valid	Valid
73833	Eye Tracker			594	710	Valid	Valid
73836	Eye Tracker			589	715	Valid	Valid
73839	Eye Tracker			592	708	Valid	Valid
73840	Mouse						
73843	Eye Tracker			591	715	Valid	Valid
73846	Eye Tracker			592	710	Valid	Valid
73849	Eye Tracker			593	713	Valid	Valid
73853	Eye Tracker			597	712	Valid	Valid
73856	Eye Tracker			597	708	Valid	Valid
73857	Mouse						
73859	Eye Tracker			595	712	Valid	Valid
73863	Eye Tracker			592	709	Valid	Valid
73866	Eye Tracker			592	711	Valid	Valid
73869	Eye Tracker			594	712	Valid	Valid
73873	Mouse						
73873	Eye Tracker			598	712	Valid	Valid
73876	Eye Tracker			596	709	Valid	Valid
73879	Eye Tracker			595	710	Valid	Valid
73883	Eye Tracker			595	711	Valid	Valid
73886	Eye Tracker			597	707	Valid	Valid
73889	Mouse						
73889	Eye Tracker			598	705	Valid	Valid
73893	Eye Tracker			599	712	Valid	Valid
73896	Eye Tracker			594	708	Valid	Valid
73899	Eye Tracker			595	709	Valid	Valid
73903	Eye Tracker			589	709	Valid	Valid
73905	Mouse						
73906	Eye Tracker			596	707	Valid	Valid
73909	Eye Tracker			595	708	Valid	Valid
73913	Eye Tracker			595	709	Valid	Valid
73916	Eye Tracker			592	711	Valid	Valid
73919	Eye Tracker			595	711	Valid	Valid
73921	Mouse						
73923	Eye Tracker			599	706	Valid	Valid
73926	Eye Tracker			595	710	Valid	Valid
73929	Eye Tracker			594	713	Valid	Valid
73933	Eye Tracker			595	711	Valid	Valid
73936	Eye Tracker			596	705	Valid	Valid
73937	Mouse						
73939	Eye Tracker			598	707	Valid	Valid
73943	Eye Tracker			597	711	Valid	Valid
73946	Eye Tracker			597	708	Valid	Valid
73949	Eye Tracker			594	708	Valid	Valid
73953	Mouse						
73953	Eye Tracker			590	710	Valid	Valid
73956	Eye Tracker			591	708	Valid	Valid
73959	Eye Tracker			595	706	Valid	Valid
73963	Eye Tracker			598	715	Valid	Valid
73966	Eye Tracker			598	707	Valid	Valid
73968	Mouse						
73969	Eye Tracker			594	711	Valid	Valid
73973	Eye Tracker			595	704	Valid	Valid
73976	Eye Tracker			593	708	Valid	Valid
73979	Eye Tracker			596	704	Valid	Valid
73983	Eye Tracker			595	706	Valid	Valid
73985	Mouse						
73986	Eye Tracker			594	705	Valid	Valid
73989	Eye Tracker			598	705	Valid	Valid
73993	Eye Tracker			592	707	Valid	Valid
73996	Eye Tracker			589	710	Valid	Valid
73999	Eye Tracker			595	708	Valid	Valid
74003	Eye Tracker			593	706	Valid	Valid
74006	Eye Tracker			593	706	Valid	Valid
74009	Mouse						
74009	Eye Tracker			598	709	Valid	Valid
74013	Eye Tracker			592	710	Valid	Valid
74016	Eye Tracker			589	711	Valid	Valid
74019	Eye Tracker			593	706	Valid	Valid
74023	Eye Tracker			595	707	Valid	Valid
74025	Mouse						
74026	Eye Tracker			595	704	Valid	Valid
74029	Eye Tracker			596	705	Valid	Valid
74033	Eye Tracker			598	704	Valid	Valid
74036	Eye Tracker			595	708	Valid	Valid
74039	Eye Tracker			584	708	Valid	Valid
74040	Mouse						
74043	Eye Tracker			582	706	Valid	Valid
74046	Eye Tracker			579	710	Valid	Valid
74049	Eye Tracker			588	711	Valid	Valid
74053	Eye Tracker			596	707	Valid	Valid
74056	Eye Tracker			595	708	Valid	Valid
74057	Mouse						
74059	Eye Tracker			594	705	Valid	Valid
74063	Eye Tracker			591	707	Valid	Valid
74066	Eye Tracker			593	707	Valid	Valid
74069	Eye Tracker			591	709	Valid	Valid
74073	Mouse						
74073	Eye Tracker			593	701	Valid	Valid
74076	Eye Tracker			591	707	Valid	Valid
74079	Eye Tracker			593	704	Valid	Valid
74083	Eye Tracker			593	708	Valid	Valid
74086	Eye Tracker			593	710	Valid	Valid
74089	Mouse						
74089	Eye Tracker			591	707	Valid	Valid
74093	Eye Tracker			588	707	Valid	Valid
74096	Eye Tracker			593	707	Valid	Valid
74099	Eye Tracker			591	710	Valid	Valid
74103	Eye Tracker			595	711	Valid	Valid
74105	Mouse						
74106	Eye Tracker			596	706	Valid	Valid
74109	Eye Tracker			592	711	Valid	Valid
74113	Eye Tracker			592	705	Valid	Valid
74116	Eye Tracker			587	708	Valid	Valid
74119	Eye Tracker			591	707	Valid	Valid
74121	Mouse						
74123	Eye Tracker			592	707	Valid	Valid
74126	Eye Tracker			588	708	Valid	Valid
74129	Eye Tracker			589	707	Valid	Valid
74133	Eye Tracker			593	708	Valid	Valid
74136	Eye Tracker			592	706	Valid	Valid
74137	Mouse						
74139	Eye Tracker			594	712	Valid	Valid
74143	Eye Tracker			589	705	Valid	Valid
74146	Eye Tracker			590	710	Valid	Valid
74149	Eye Tracker			588	707	Valid	Valid
74153	Mouse						
74153	Eye Tracker			590	709	Valid	Valid
74156	Eye Tracker			591	707	Valid	Valid
74159	Eye Tracker			592	702	Valid	Valid
74163	Eye Tracker			593	708	Valid	Valid
74166	Eye Tracker			593	707	Valid	Valid
74169	Eye Tracker			593	706	Valid	Valid
74173	Eye Tracker			590	704	Valid	Valid
74176	Eye Tracker			593	704	Valid	Valid
74179	Eye Tracker			593	702	Valid	Valid
74183	Eye Tracker			592	706	Valid	Valid
74186	Eye Tracker			595	707	Valid	Valid
74189	Eye Tracker			593	704	Valid	Valid
74193	Mouse						
74193	Eye Tracker			594	702	Valid	Valid
74196	Eye Tracker			593	703	Valid	Valid
74199	Eye Tracker			591	706	Valid	Valid
74203	Eye Tracker			592	704	Valid	Valid
74206	Eye Tracker			590	703	Valid	Valid
74209	Eye Tracker			596	699	Valid	Valid
74210	Mouse						
74213	Eye Tracker			593	702	Valid	Valid
74216	Eye Tracker			594	698	Valid	Valid
74219	Eye Tracker			593	702	Valid	Valid
74223	Eye Tracker			594	703	Valid	Valid
74226	Eye Tracker			594	703	Valid	Valid
74229	Eye Tracker			596	703	Valid	Valid
74233	Mouse						
74233	Eye Tracker			594	704	Valid	Valid
74236	Eye Tracker			595	703	Valid	Valid
74239	Eye Tracker			594	704	Valid	Valid
74243	Eye Tracker			594	702	Valid	Valid
74246	Eye Tracker			592	701	Valid	Valid
