wer,cer,ke_all,ke_fix,ke_sac,ke_pso,ks_all,ks_fix,ks_sac,ks_pso
0.084937,0.036172,0.968787,0.966404,0.745704,0.857830,0.888969,0.902336,0.698919,0.860153
